繁體	兼容格式	頁碼
寒露早，立冬遲，霜降種麥正適宜。	ghei-ghe lu tsau, liq ton dzy, saon kaon tson maq cin shiq gni.	379
寒露至霜降，種麥弗慌張。	ghei-ghe lu tsy saon kaon, tson maq vaq huaon cian.	379
寒露至霜降，種麥勿慌張。	ghei-ghe lu tsy saon kaon, tson maq vaq huaon cian.	379
種麥嘸灰，到老喫虧。	tson maq mh huei, tau lau chioq khuei.	379
麥澆芽，菜澆花。	maq ciau ngo, tshe ciau huo.	379
小雪大雪，種麥歇歇。	shiau syuq dou syuq, tson maq shiq shiq.	379
麥子冬前發足苗。	maq tsy ton zhi faq tsoq miau.	380
水稻水多是糖霜，麥地水多是砒霜。	syu dau syu tou zy daon saon, maq di syu tou zy phi saon.	380
大寒小寒施追肥，油菜小麥過冬齊。	dou ghei-ghe shiau ghei-ghe sy tsei vi, yeu tshe shiau maq kou ton zhi.	380
麥施年底肥，稻施月裏肥。	maq sy gni ti vi, dau sy yuq li vi.	380
小麥年前施一盞，抵過年後施一擔。	shiau maq gni zhi sy iq tsae, ti kou gni gheu sy iq tae.	380
冬麥要壓，越壓越發。	ton maq iau aq, yuq aq yuq faq.	380
年內一片白，年外一片麥。	gni nei iq phi baq, gni nga iq phi maq.	380
冬雪搭麥似牀被，春雪搭麥似利劍。	ton syuq taq maq zy zaon bi, tshyun syuq taq maq zy li ci.	380
冬雪是個寶，春雪是梗草。	ton syuq zy goq pau, tshyun syuq zy kan tshau.	380
冬雪是個寶，春雪是梗草。	ton syuq zy goq pau, tshyun syuq zy kuan tshau.	380
冬雪是個寶，春雪是梗草。	ton syuq zy ghoq pau, tshyun syuq zy kan tshau.	380
冬雪是個寶，春雪是梗草。	ton syuq zy ghoq pau, tshyun syuq zy kuan tshau.	380
年裏削麥抵牀被，正月削麥正適宜。	gni li shiaq maq ti zaon bi, cin yuq shiaq maq cin shiq gni.	380
年裏削麥正道理，二月削麥費飯米。	gni li shiaq maq cin dau li, gni yuq shiaq maq fi vae mi.	380
清明溝底白，產量增一百。	chin min keu ti baq, tshae lian tsen iq paq.	380
小麥弗過立夏。	shiau maq vaq kou liq gho.	380
小麥勿過立夏。	shiau maq vaq kou liq gho.	380
小滿三日望麥黃。	shiau mun sae gniq maon maq waon.	380
大麥弗過芒種。	dou maq vaq kou maon tson.	380
大麥勿過芒種。	dou maq vaq kou maon tson.	380
麥到小滿穀到秋，遲早成熟一路收。	maq tau shiau mun koq tau chieu, ji tsau jin zoq iq lu shieu.	380
麥到小滿穀到秋，遲早成熟一路收。	maq tau shiau mun koq tau chieu, dzy tsau jin zoq iq lu shieu.	380
穀老多米，麥老多皮。	koq lau tou mi, maq lau tou bi.	380
割麥如救火。	kaq maq zyu cieu hou.	380
若要豆莢圓，種在清明前。	zhiaq iau deu ciaq yu, tson dze chin min zhi.	380
若要豆莢圓，種在清明前。	zoq iau deu ciaq yu, tson dze chin min zhi.	380
清明前後，種瓜點豆。	chin min zhi gheu, tson kuo ti deu.	380
頭黴芝麻二黴豆，三黴還可種赤豆。	deu mei tsy mo gni mei deu, sae mei wa khou tson tshaq deu.	380
頭黴芝麻二黴豆，三黴還可種赤豆。	deu mei tsy mo gni mei deu, sae mei gha khou tson tshaq deu.	380
夏至種豆，弗論地瘦。	gho tsy tson deu, vaq len di seu.	380
夏至種豆，勿論地瘦。	gho tsy tson deu, vaq len di seu.	380
大暑前，小暑後，莊稼老漢種赤豆。	da syu zhi, shiau syu gheu, tsaon cia lau he tson tshaq deu.	380
大暑前，小暑後，莊稼老漢種赤豆。	da syu zhi, shiau syu gheu, tsaon cia lau hei- tson tshaq deu.	380
立冬弗見葉，到老嘸沒喫。	liq ton vaq ci yiq, tau lau mh mhaq chioq.	380
立冬勿見葉，到老嘸沒喫。	liq ton vaq ci yiq, tau lau mh mhaq chioq.	380
立冬小雪北風起，蠶豆小麥下種齊。	liq ton shiau syuq poq fon chi, zei-ze deu shiau maq gho tson zhi.	380
冬至三爿葉，立夏好過節。	ton tsy sae bae yiq, liq gho hau kou ciq.	380
豆朗多莢，麥朗多葉。	deu laon tou ciaq, maq laon tou yiq.	380
五月種番薯重十斤，六月種番薯一把根。	ng yuq tson fae zyu dzon zyuq cin, loq yuq tson fae zyu iq po ken.	380
六月種番薯，大像秤錘，小像釘子。	loq yuq tson fae zyu, dou zhian chin dzyu, shiau zhian tin tsyu.	381
做磚頭靠坯，種番薯靠灰。	tsou tsoe deu khau phei, tson fae zyu khau huei.	381
六穀施天花，番薯澆紅芽。	loq koq sy thi huo, fae zyu ciau ghon ngo.	381
十月寒露霜降到，要掏番薯割晚稻。	zyuq yuq ghei-ghe lu saon kaon tau, iau dau fae zyu kaq mae dau.	381
秋分六穀弗露頭，割來只好餵老牛。	chieu fen loq koq vaq lu deu, kaq le ciq hau iu lau ngeu.	381
秋分六穀勿露頭，割來只好餵老牛。	chieu fen loq koq vaq lu deu, kaq le ciq hau iu lau ngeu.	381
處暑蕎麥，白露菜。	tshyu syu jiau maq, baq lu tshe.	381
瓜要種勒大，清明弗可過。	kuo iau tson laq dou, chin min vaq khou kou.	381
瓜要種勒大，清明勿可過。	kuo iau tson laq dou, chin min vaq khou kou.	381
立夏弗種瓜，到老一朵花。	liq gho vaq tson kuo, tau lau iq to huo.	381
立夏勿種瓜，到老一朵花。	liq gho vaq tson kuo, tau lau iq to huo.	381
夏至西北風，瓜茄處處空。	gho tsy shi poq fon, kuo jia tshyu tshyu khon.	381
夏至西北風，瓜茄處處空。	gho tsy shi poq fon, kuo jie tshyu tshyu khon.	381
雨水種芋艿，大勒特別快。	yu syu tson n na, dou laq daq biq khua.	381
小麥種遲嘸沒頭，菜籽種早嘸沒油。	shiau maq tson ji mhiq deu, tshe tsy tson tsau mhiq yeu.	381
小麥種遲嘸沒頭，菜籽種早嘸沒油。	shiau maq tson dzy mhiq deu, tshe tsy tson tsau mhiq yeu.	381
寒露油菜，霜降麥。	ghei-ghe lu yeu tshe, saon kaon maq.	381
十月種油，弗夠老婆搽頭。	zyuq yuq tson yeu, vaq keu lau bou dzo deu.	381
十月種油，勿夠老婆搽頭。	zyuq yuq tson yeu, vaq keu lau bou dzo deu.	381
油菜弗嫌遲，年前三次肥。	yeu tshe vaq i ji, gni zhi sae tshy vi.	381
油菜勿嫌遲，年前三次肥。	yeu tshe vaq i ji, gni zhi sae tshy vi.	381
年內油菜哄哄大，年外油菜趕趕大。	gni nei yeu tshe hon hon dou, gni nga yeu tshe ki-ke ki-ke dou.	381
冬水油菜命，春水油菜病。	ton syu yeu tshe min, tshyun syu yeu tshe bin.	381
若要油，三月田㽘養泥鰍。	zhiaq iau yeu, sae yuq di gaon ian gni chieu.	381
若要油，三月田㽘養泥鰍。	zoq iau yeu, sae yuq di gaon ian gni chieu.	381
百粒芝麻地頭攤，收攏起來一大灘。	paq liq tsy mo di deu thae, shieu lon chi le iq dou thae.	381
六月種芝麻，頭上開朵花。	loq yuq tson tsy mo, deu zaon khe to huo.	381
正月初二晴，棉花好結成。	cin yuq tshu gni zhin, mi huo hau ciq jin.	381
正月二十晴，棉花好收成。	cin yuq gni zyuq zhin, mi huo hau shieu jin.	381
清明前，好種棉；清明後，好種豆。	chin min zhi, hau tson mi; chin min gheu, hau tson deu.	381
穀雨種棉花，要多三梗杈。	koq yu tson mi huo, iau tou sae kan tsho.	381
穀雨種棉花，要多三梗杈。	koq yu tson mi huo, iau tou sae kuan tsho.	381
棉花好，有三寶：施肥、除蟲、勤除草。	mi huo hau, yeu sae pau: sy vi, dzyu dzon, jin dzyu tshau.	381
棉花弗打杈，光長火柴架。	mi huo vaq tan tsho, kuaon cian hou za ko.	381
棉花勿打杈，光長火柴架。	mi huo vaq tan tsho, kuaon cian hou za ko.	381
鋤頭削勒勤，棉花白如銀。	zy deu shiaq laq jin, mi huo baq zyu gnin.	381
鋤頭削勒勤，棉花白如銀。	zyu deu shiaq laq jin, mi huo baq zyu gnin.	381
芒種種棉花，到老弗開花。	maon tson tson mi huo, tau lau vaq khe huo.	381
芒種種棉花，到老勿開花。	maon tson tson mi huo, tau lau vaq khe huo.	381
夏至棉花根邊草，賽過毒蛇咬。	gho tsy mi huo ken pi tshau, se kou doq dzo ngau.	381
六月初一雷聲響，棉花剩根梗。	loq yuq tshu iq lei shin shian, mi huo jin ken kan.	381
六月初一雷聲響，棉花剩根梗。	loq yuq tshu iq lei shin shian, mi huo jin ken kuan.	381
六月十二一聲雷，棉花剩根頭。	loq yuq zyuq gni iq shin lei, mi huo jin ken deu.	381
處暑見新花，八月八收棉花。	tshyu syu ci shin huo, paq yuq paq shieu mi huo.	381
廿畝棉花廿畝稻，晴也好來落也好。	ne-gnie meu mi huo ne-gnie meu dau, zhin gha hau le loq gha hau.	381
廿畝棉花廿畝稻，晴也好來落也好。	ne-gnie meu mi huo ne-gnie meu dau, zhin ya hau le loq ya hau.	381
在山靠山。	dze sae khau sae.	382
若要富，竹、茶、兔。	zhiaq iau fu, tsoq, dzo, thu.	382
若要富，竹、茶、兔。	zoq iau fu, tsoq, dzo, thu.	382
家有千株樹，一世弗窮苦。	ko yeu chi tsyu zyu, iq shi vaq jion khu.	382
家有千株樹，一世勿窮苦。	ko yeu chi tsyu zyu, iq shi vaq jion khu.	382
種樹造林，莫過清明。	tson zyu zau lin, mhau kou chin min.	382
種樹造林，莫過清明。	tson zyu zau lin, mau kou chin min.	382
種樹嘸巧，深埋實搗。	tson zyu mh chiau, shin ma zyuq tau.	382
種樹嘸巧，深埋實搗。	tson zyu mh chiau, shin mae-me zyuq tau.	382
陽山油茶陰山竹，低山水果高山茶。	yan sae yeu dzo in sae tsoq, ti sae syu kou kau sae dzo.	382
山窪杉木山背松，水邊楊柳巖邊桐。	sae ua sae moq sae pei son, syu pi yan lieu ngae pi don.	382
五九九九，沿河插柳；三九四九，種花栽柳。	ng cieu cieu cieu, yi ghou tshaq lieu; sae cieu sy cieu, tson huo tse lieu.	382
若要河堤固，莫斫河邊柳。	zhiaq iau ghou di ku, mhau tsoq ghou pi lieu.	382
若要河堤固，莫斫河邊柳。	zhiaq iau ghou di ku, mau tsoq ghou pi lieu.	382
若要河堤固，莫斫河邊柳。	zoq iau ghou di ku, mhau tsoq ghou pi lieu.	382
若要河堤固，莫斫河邊柳。	zoq iau ghou di ku, mau tsoq ghou pi lieu.	382
白露花結子，林木採種正當時。	baq lu huo ciq tsy, lin moq tshe tson cin taon zy.	382
泡桐像把傘，五年好剖板。	phau don zhian po sae, ng gni hau phou pae.	382
十年針松一根柱，十年檫樹好打船。	zyuq gni cin son iq ken dzyu, zyuq gni tshaq zyu hau tan zoe.	382
千年弗大黃楊樹。	chi gni vaq dou waon yan zyu.	382
千年勿大黃楊樹。	chi gni vaq dou waon yan zyu.	382
千年黃楊嘸沒一尺。	chi gni waon yan mhiq iq tshaq.	382
千年燥擱楓，萬年水底松。	chi gni sau koq fon, vae gni syu ti son.	382
冬至種竹，立春種木。	ton tsy tson tsoq, liq tshyun tson moq.	382
若要筍頭多，竹山鋪牛涴。	zhiaq iau syun deu tou, tsoq sae phu ngeu ou.	382
若要筍頭多，竹山鋪牛涴。	zoq iau syun deu tou, tsoq sae phu ngeu ou.	382
若要筍頭多，竹山鋪牛屙。	zhiaq iau syun deu tou, tsoq sae phu ngeu ou.	382
若要筍頭多，竹山鋪牛屙。	zoq iau syun deu tou, tsoq sae phu ngeu ou.	382
二月清明挨如街，三月清明嘸筍買。	gni yuq chin min a zyu ka, sae yuq chin min mh syun ma.	382
立夏龍鬚筍，小滿正當朝。	liq gho lon su syun, shiau mun cin taon jiau.	382
七月挖金，八月挖銀。	chiq yuq uaq cin, paq yuq uaq gnin.	382
茶地弗挖，茶芽弗發。	dzo di vaq uaq, dzo ngo vaq faq.	383
茶地勿挖，茶芽勿發。	dzo di vaq uaq, dzo ngo vaq faq.	383
春茶留一芽，夏茶發一把。	tshyun dzo lieu iq ngo, gho dzo faq iq po.	383
頭茶荒，二茶光。	deu dzo huaon, gni dzo kuaon.	383
薔薇花開頭朵，家家好喫新茶。	jian vi huo khe deu to, ko ko hau chioq shin dzo.	383
若要果樹長勒好，施肥治蟲水喫飽。	zhiaq iau kou zyu cian laq hau, sy vi dzyu dzon syu chioq pau.	383
若要果樹長勒好，施肥治蟲水喫飽。	zoq iau kou zyu cian laq hau, sy vi dzyu dzon syu chioq pau.	383
若要蟲子少，除淨樹邊草。	zhiaq iau dzon tsy shiau, dzyu zhin zyu pi tshau.	383
若要蟲子少，除淨樹邊草。	zoq iau dzon tsy shiau, dzyu zhin zyu pi tshau.	383
果樹弗修枝，來年果實稀。	kou zyu vaq shieu tsy, le gni kou zyuq shi.	383
果樹勿修枝，來年果實稀。	kou zyu vaq shieu tsy, le gni kou zyuq shi.	383
夏至楊梅滿山紅，小暑楊梅要出蟲。	gho tsy yan mei mun sae ghon, shiau syu yan mei iau tshyuq dzon.	383
十月小陽春，種果枝枝盛。	zyuq yuq shiau yan tshyun, tson kou tsy tsy zhin.	383
桃三李四梨五年，杏子開花十八年。	dau sae li sy li ng gni, ghan tsy khe huo zyuq paq gni.	383
豬多肥多，肥多糧多。	tsyu tou bi tou, bi tou lian tou.	383
養豬弗賺錢，回頭看看田。	ian tsyu vaq dzae ji, wei deu khi-khe khi-khe di.	383
養豬勿賺錢，回頭看看田。	ian tsyu vaq dzae ji, wei deu khi-khe khi-khe di.	383
養了三年蝕本豬，好勒稻田弗得知。	ian laq sae gni zhiq pen tsyu, hau laq dau di vaq taq tsyu.	383
養了三年蝕本豬，好勒稻田勿得知。	ian laq sae gni zhiq pen tsyu, hau laq dau di vaq taq tsyu.	383
養豬要蝕，養牛一直，養羊三個銅板一日。	ian tsyu iau zhiq, ian ngeu iq jiq, ian yan sae goq don pae iq gniq.	383
養豬要蝕，養牛一直，養羊三個銅板一日。	ian tsyu iau zhiq, ian ngeu iq jiq, ian yan sae ghoq don pae iq gniq.	383
要飯喫，拉風箱；要錢用，養豬娘。	iau vae chioq, lha fon shian; iau ji yon, ian tsyu gnian.	383
商商量量，買隻豬娘。	shian shian lian lian, ma tsaq tsyu gnian.	383
母豬好，好一窩；公豬好，好一坡。	meu tsyu hau, hau iq ou; kon tsyu hau, hau iq phou.	383
小豬要遊，大豬要囚；小豬要奔，大豬要睏。	shiau tsyu iau yeu, dou tsyu iau jieu; shiau tsyu iau pen, dou tsyu iau khuen.	383
豬喫百樣草，看儂找弗找。	tsyu chioq paq yan tshau, khi-khe nou tsau vaq tsau.	383
豬喫百樣草，看儂找勿找。	tsyu chioq paq yan tshau, khi-khe nou tsau vaq tsau.	383
要豬肥，每日半兩鹽。	iau tsyu vi, mei gniq pun lian yi.	383
斗米三斤肉。	teu mi sae cin gnioq.	383
貓三、狗四、豬五、羊六、牛十二、馬廿四。	mae sae, keu sy, tsyu ng, yan loq, ngeu zyuq gni, mo ne-gnie sy.	384
老牛難過冬，怕喫西北風。	lau ngeu nae kou ton, pho chioq shi poq fon.	384
冬牛要焐，春牛要露。	ton ngeu iau u, tshyun ngeu iau lu.	384
日裏喫飽，夜裏有草。	gniq li chioq pau, ya li yeu tshau.	384
冬天個食，春天個力；冬天弗瘦，春耕弗愁。	ton thi goq zhiq, tshyun thi goq liq; ton thi vaq seu, tshyun kan vaq zeu.	384
冬天個食，春天個力；冬天弗瘦，春耕弗愁。	ton thi ghoq zhiq, tshyun thi ghoq liq; ton thi vaq seu, tshyun kan vaq zeu.	384
冬天個食，春天個力；冬天勿瘦，春耕勿愁。	ton thi goq zhiq, tshyun thi goq liq; ton thi vaq seu, tshyun kan vaq zeu.	384
冬天個食，春天個力；冬天勿瘦，春耕勿愁。	ton thi ghoq zhiq, tshyun thi ghoq liq; ton thi vaq seu, tshyun kan vaq zeu.	384
牛有千斤力，弗可一時逼。	ngeu yeu chi cin liq, vaq khou iq zy piq.	384
牛有千斤力，勿可一時逼。	ngeu yeu chi cin liq, vaq khou iq zy piq.	384
懶牛多尿涴。	lae ngeu tou syu ou.	384
懶牛多尿屙。	lae ngeu tou syu ou.	384
要羊弗生病，腳踏高涼亭。	iau yan vaq san bin, ciaq daq kau lian din.	384
要羊勿生病，腳踏高涼亭。	iau yan vaq san bin, ciaq daq kau lian din.	384
四蹄弗停，必定有病。	sy di vaq din, piq din yeu bin.	384
四蹄勿停，必定有病。	sy di vaq din, piq din yeu bin.	384
三個月雞，門檻上嬉；三個月鴨，砧板上殺；三個月鵝，砧板上拖。	sae goq yuq ci, men khae zaon shi; sae goq yuq aq, cin pae zaon saq; sae goq yuq ngou, cin pae zaon thou.	384
三個月雞，門檻上嬉；三個月鴨，砧板上殺；三個月鵝，砧板上拖。	sae ghoq yuq ci, men khae zaon shi; sae ghoq yuq aq, cin pae zaon saq; sae ghoq yuq ngou, cin pae zaon thou.	384
三個月雞，門檻上嬉；三個月鴨，砧板上殺；三個月鵝，砧板上拖。	sae kou yuq ci, men khae zaon shi; sae kou yuq aq, cin pae zaon saq; sae kou yuq ngou, cin pae zaon thou.	384
雞啄米，豬拱地。	ci taq mi, tsyu kon di.	384
紅面雞娘，哆子就生。	ghon mi ci gnian, tou tsy jieu san.	384
斤雞斗米。	cin ci teu mi.	384
毛雞肉價鈿。	mau ci gnioq ko di.	384
若要發，養羣鴨。	zhiaq iau faq, ian jiun aq.	384
若要發，養羣鴨。	zoq iau faq, ian jiun aq.	384
嘸腳色，養老鴨。	mh ciaq saq, ian lau aq.	384
鴨膯抵火燒。	aq ten ti hou shiau.	384
邊喫邊𠑞，六十日好賣。	pi chioq pi dza, loq zyuq gniq hau ma.	384
邊喫邊射，六十日好賣。	pi chioq pi dza, loq zyuq gniq hau ma.	384
邊喫邊撒，六十日好賣。	pi chioq pi dza, loq zyuq gniq hau ma.	384
晝餵貓，夜餵狗。	cieu iu mae, ya iu keu.	384
水稻是米缸，蓆草是錢莊。	syu dau zy mi kaon, zhiq tshau zy ji tsaon.	384
一年蓆草，兩年大稻。	iq gni zhiq tshau, lian gni dou dau.	384
蓆背一摜，下飯一籃。	zhiq pei iq guae, gho vae iq lae.	384
三月田裏要封行，四月打腦見田光。	sae yuq di li iau fon ghaon, sy yuq tan nau ci di kuaon.	384
三黴要留秧。	sae mei iau lieu ian.	384
留黴草，弗留伏草。	lieu mei tshau, vaq lieu voq tshau.	385
留黴草，勿留伏草。	lieu mei tshau, vaq lieu voq tshau.	385
熱黃黴大稻，冷黃黴大草。	gniq waon mei dou dau, lan waon mei dou tshau.	385
立夏一過水莫燥，夏至芽頭趕頂草。	liq gho iq kou syu mhau sau, gho tsy ngo deu ki-ke tin tshau.	385
立夏一過水莫燥，夏至芽頭趕頂草。	liq gho iq kou syu mau sau, gho tsy ngo deu ki-ke tin tshau.	385
水稻要種敦，蓆草要種睏。	syu dau iau tson ten, zhiq tshau iau tson khuen.	385
溼潤灌溉，活水到老。	shiq zyun kun ke, waq syu tau lau.	385
稻喫一碗飯，草喫三碗飯。	dau chioq iq un vae, tshau chioq sae un vae.	385
冬弗燥，春弗曝，夏要燠。	ton vaq sau, tshyun vaq bau, gho iau au.	385
冬勿燥，春勿曝，夏要燠。	ton vaq sau, tshyun vaq bau, gho iau au.	385
小暑割草，大暑割稻。	shiau syu kaq tshau, dou syu kaq dau.	385
日裏蓆機頭，夜裏活猻頭。	gniq li zhiq ci deu, ya li waq sen deu.	385
要假假別，莫假黃古林賣蓆。	iau ko ko biq, mhau ko waon ku lin ma zhiq.	385
要假假別，莫假黃古林賣蓆。	iau ko ko biq, mau ko waon ku lin ma zhiq.	385
貝母一袋，穀一儎。	pei meu iq de, koq iq tse.	385
冬至罱河泥，桑樹長破皮。	ton tsy ne ghou gni, saon zyu cian phou bi.	385
蠶子上山廿八日，秧子出畈百廿日。	zei-ze tsy zaon sae ne-gnie paq gniq, ian tsy tshyuq pae paq ne-gnie gniq.	385
小滿弗上山，斬斬餵老鴨。	shiau mun vaq zaon sae, tsae tsae iu lau ae.	385
小滿勿上山，斬斬餵老鴨。	shiau mun vaq zaon sae, tsae tsae iu lau ae.	385
櫻桃紅，甘蔗空。	an dau ghon, ki-ke tso khon.	385
千鹽石米。	chi yi zaq mi.	385
春發作，夏財主，秋落泊。	tshyun faq tsoq, gho dze tsyu, chieu loq boq.	385
抲魚打獵，一世𣍐發。	kho ng tan laq, iq shi vei faq.	385
抲魚打獵，一世𣍐發。	kho ng tan liaq, iq shi vei faq.	385
上山一蓬煙，落海一餐鮮。	zaon sae iq bon i, loq he iq tshae shi.	385
三寸板內是孃房，三寸板外見閻王。	sae tshen pae nei zy gnian vaon, sae tshen pae nga ci gni waon.	385
抲魚靠三硬：人硬、船硬、漁具硬。	kho ng khau sae ngan: gnin ngan, zoe ngan, yu jiu ngan.	385
嫁個抲魚郎，夜夜守空房。	ko goq kho ng laon, ya ya shieu khon vaon.	386
